"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FSMMA_genomic","SM2011_genomic"
"hrp1_2","","Hypoxic response protein 1","1","1","1","1","1268","421","9","","674","674","674","","PPGGGBPO_03629"
"silP_1","","Silver exporting P-type ATPase","1","1","1","1","1267","421","10","","2201","2201","2201","","PPGGGBPO_03630"
"group_1468","","hypothetical protein","1","1","1","1","1266","421","11","","203","203","203","","PPGGGBPO_03631"
"group_1469","","hypothetical protein","1","1","1","1","1265","421","12","","503","503","503","","PPGGGBPO_03632"
"group_1470","","hypothetical protein","1","1","1","1","1264","421","13","","332","332","332","","PPGGGBPO_03633"
"group_1471","","hypothetical protein","1","1","1","1","1263","421","14","","134","134","134","","PPGGGBPO_03634"
"group_1472","","hypothetical protein","1","1","1","1","1262","421","15","","461","461","461","","PPGGGBPO_03635"
"group_1473","cycB_2","Cytochrome c-552","1","1","1","1","1261","421","16","","314","314","314","","PPGGGBPO_03636"
"group_1474","","hypothetical protein","1","1","1","1","1260","421","17","","290","290","290","","PPGGGBPO_03637"
"nhaX_1","","Stress response protein NhaX","1","1","1","1","1259","421","18","","521","521","521","","PPGGGBPO_03638"
"cyaA_9","","Adenylate cyclase 1","1","1","1","1","1258","421","19","","1373","1373","1373","","PPGGGBPO_03639"
"group_1477","","hypothetical protein","1","1","1","1","1257","421","20","","230","230","230","","PPGGGBPO_03640"
"group_1478","","hypothetical protein","1","1","1","1","1256","421","21","","230","230","230","","PPGGGBPO_03641"
"group_1479","","hypothetical protein","1","1","1","1","1255","421","22","","269","269","269","","PPGGGBPO_03642"
"group_1480","","hypothetical protein","1","1","1","1","1254","421","23","","326","326","326","","PPGGGBPO_03643"
"group_1481","","hypothetical protein","1","1","1","1","1253","421","24","","125","125","125","","PPGGGBPO_03644"
"mntH","","Divalent metal cation transporter MntH","1","1","1","1","1252","421","25","","1328","1328","1328","","PPGGGBPO_03645"
"hspA","","Spore protein SP21","1","1","1","1","1251","421","26","","527","527","527","","PPGGGBPO_03646"
"group_1484","","putative ABC transporter ATP-binding protein","1","1","1","1","1250","421","27","","914","914","914","","PPGGGBPO_03647"
"group_1485","","hypothetical protein","1","1","1","1","1249","421","28","","2363","2363","2363","","PPGGGBPO_03648"
"macA_3","","Macrolide export protein MacA","1","1","1","1","1248","421","29","","1199","1199","1199","","PPGGGBPO_03649"
"rip3_1","","Putative zinc metalloprotease Rip3","1","1","1","1","1247","421","30","","1118","1118","1118","","PPGGGBPO_03650"
"degP_2","","Periplasmic serine endoprotease DegP","1","1","1","1","1246","421","31","","1328","1328","1328","","PPGGGBPO_03651"
"group_1489","","Ribonuclease","1","1","1","1","1245","421","32","","1595","1595","1595","","PPGGGBPO_03652"
"group_1490","","hypothetical protein","1","1","1","1","1244","421","33","","449","449","449","","PPGGGBPO_03653"
"group_1491","","hypothetical protein","1","1","1","1","1243","421","34","","626","626","626","","PPGGGBPO_03654"
"group_1492","","hypothetical protein","1","1","1","1","1242","421","35","","461","461","461","","PPGGGBPO_03655"
"group_1493","ompR_2","Transcriptional regulatory protein OmpR","1","1","1","1","1241","421","36","","491","491","491","","PPGGGBPO_03656"
"torR","","TorCAD operon transcriptional regulatory protein TorR","1","1","1","1","1240","421","37","","254","254","254","","PPGGGBPO_03657"
"group_1495","fixK_2","Nitrogen fixation regulation protein FixK","1","1","1","1","1239","421","38","","764","764","764","","PPGGGBPO_03658"
"group_1496","","Blue-light-activated protein","1","1","1","1","1238","421","39","","1586","1586","1586","","PPGGGBPO_03659"
"sucD_2","","Succinyl-CoA ligase [ADP-forming] subunit alpha","1","1","1","1","1237","421","58","","2699","2699","2699","","PPGGGBPO_03660"
"group_1498","","hypothetical protein","1","1","1","1","1236","421","57","","824","824","824","","PPGGGBPO_03661"
"group_1499","","hypothetical protein","1","1","1","1","1235","421","56","","833","833","833","","PPGGGBPO_03662"
"group_1500","","hypothetical protein","1","1","1","1","1234","421","55","","455","455","455","","PPGGGBPO_03663"
"osmY_1","","Osmotically-inducible protein Y","1","1","1","1","1233","421","54","","674","674","674","","PPGGGBPO_03664"
"group_1502","","hypothetical protein","1","1","1","1","1232","421","53","","395","395","395","","PPGGGBPO_03665"
"ctpF","","putative cation-transporting ATPase F","1","1","1","1","1231","421","52","","2651","2651","2651","","PPGGGBPO_03666"
"adh_2","","Alcohol dehydrogenase","1","1","1","1","1230","421","51","","1073","1073","1073","","PPGGGBPO_03667"
"nhaX_2","","Stress response protein NhaX","1","1","1","1","1229","421","50","","842","842","842","","PPGGGBPO_03668"
"group_1506","","hypothetical protein","1","1","1","1","1228","421","49","","398","398","398","","PPGGGBPO_03669"
"group_1507","","hypothetical protein","1","1","1","1","1227","421","48","","581","581","581","","PPGGGBPO_03670"
"group_1508","","hypothetical protein","1","1","1","1","1226","421","47","","281","281","281","","PPGGGBPO_03671"
"group_1509","","hypothetical protein","1","1","1","1","1225","421","46","","677","677","677","","PPGGGBPO_03672"
"silP_2","","Silver exporting P-type ATPase","1","1","1","1","1224","421","45","","2324","2324","2324","","PPGGGBPO_03673"
"xylF_1","","2-hydroxymuconate semialdehyde hydrolase","1","1","1","1","1223","421","44","","1034","1034","1034","","PPGGGBPO_03674"
"azoR_2","","FMN-dependent NADH-azoreductase","1","1","1","1","1222","421","43","","581","581","581","","PPGGGBPO_03675"
"group_1513","","hypothetical protein","1","1","1","1","1221","421","42","","290","290","290","","PPGGGBPO_03676"
"group_1514","","hypothetical protein","1","1","1","1","1220","421","41","","224","224","224","","PPGGGBPO_03677"
"group_1515","","hypothetical protein","1","1","1","1","1219","421","40","","119","119","119","","PPGGGBPO_03678"
"group_1516","","hypothetical protein","1","1","1","1","2399","192","1","","830","830","830","","PPGGGBPO_03680"
"group_1517","","hypothetical protein","1","1","1","1","6078","218","1","","251","251","251","","PPGGGBPO_03766"
"group_1518","","hypothetical protein","1","1","1","1","6233","91","1","","518","518","518","","PPGGGBPO_03916"
"group_1519","puuB_6","Gamma-glutamylputrescine oxidoreductase","1","1","1","1","6049","309","2","","1106","1106","1106","","PPGGGBPO_03918"
"group_1520","","hypothetical protein","1","1","1","1","6048","309","1","","653","653","653","","PPGGGBPO_03919"
"group_1521","","Putative antitoxin VapB38","1","1","1","1","6248","254","1","","143","143","143","","PPGGGBPO_03936"
"group_1522","","hypothetical protein","1","1","1","1","6253","365","5","","263","263","263","","PPGGGBPO_03940"
"csoR","","Copper-sensing transcriptional repressor CsoR","1","1","1","1","6254","365","4","","275","275","275","","PPGGGBPO_03941"
"group_1524","","hypothetical protein","1","1","1","1","6255","365","3","","1322","1322","1322","","PPGGGBPO_03942"
"rcnA","","Nickel/cobalt efflux system RcnA","1","1","1","1","6256","365","2","","719","719","719","","PPGGGBPO_03943"
"group_1526","","hypothetical protein","1","1","1","1","6265","321","2","","785","785","785","","PPGGGBPO_03949"
"flr_2","","Flavoredoxin","1","1","1","1","6266","321","1","","725","725","725","","PPGGGBPO_03950"
"group_1528","","hypothetical protein","1","1","1","1","6264","35","1","","167","167","167","","PPGGGBPO_03952"
"bepG_1","","Efflux pump membrane transporter BepG","1","1","1","1","6270","387","4","","3134","3134","3134","","PPGGGBPO_03954"
"bepF_4","","Efflux pump periplasmic linker BepF","1","1","1","1","6271","387","5","","1166","1166","1166","","PPGGGBPO_03955"
"group_1531","","hypothetical protein","1","1","1","1","6272","387","6","","479","479","479","","PPGGGBPO_03956"
"arcD_1","","Arginine/ornithine antiporter","1","1","1","1","6273","387","7","","1427","1427","1427","","PPGGGBPO_03957"
"arcD_2","","Arginine/ornithine antiporter","1","1","1","1","6274","387","8","","1421","1421","1421","","PPGGGBPO_03958"
"arcA_2","","Arginine deiminase","1","1","1","1","6275","387","9","","1259","1259","1259","","PPGGGBPO_03959"
"group_1535","","hypothetical protein","1","1","1","1","6276","387","10","","290","290","290","","PPGGGBPO_03960"
"group_1536","","hypothetical protein","1","1","1","1","6277","387","11","","494","494","494","","PPGGGBPO_03961"
"group_1537","","hypothetical protein","1","1","1","1","6278","387","3","","251","251","251","","PPGGGBPO_03962"
"group_1538","","hypothetical protein","1","1","1","1","6279","387","2","","650","650","650","","PPGGGBPO_03963"
"tqsA_3","","AI-2 transport protein TqsA","1","1","1","1","6280","387","1","","1058","1058","1058","","PPGGGBPO_03964"
"group_1540","","hypothetical protein","1","1","1","1","6285","10","1","","275","275","275","","PPGGGBPO_03966"
"group_1541","","hypothetical protein","1","1","1","1","6294","178","1","","152","152","152","","PPGGGBPO_03973"
"group_1542","","hypothetical protein","1","1","1","1","3496","370","1","","254","254","254","","PPGGGBPO_03975"
"group_1543","","Blue-light-activated histidine kinase","1","1","1","1","3495","370","2","","1196","1196","1196","","PPGGGBPO_03976"
"group_1544","","hypothetical protein","1","1","1","1","3494","370","3","","599","599","599","","PPGGGBPO_03977"
"group_1545","","hypothetical protein","1","1","1","1","3493","370","6","","455","455","455","","PPGGGBPO_03978"
"group_1546","","hypothetical protein","1","1","1","1","3520","370","5","","209","209","209","","PPGGGBPO_03979"
"group_1547","","hypothetical protein","1","1","1","1","3521","370","4","","593","593","593","","PPGGGBPO_03980"
"group_1548","","hypothetical protein","1","1","1","1","6033","196","1","","296","296","296","","PPGGGBPO_03983"
"group_1549","","hypothetical protein","1","1","1","1","3522","21","1","","545","545","545","","PPGGGBPO_03985"
"group_1550","","hypothetical protein","1","1","1","1","6006","208","1","","239","239","239","","PPGGGBPO_04008"
"group_1551","","hypothetical protein","1","1","1","1","5993","303","2","","119","119","119","","PPGGGBPO_04020"
"group_1552","","hypothetical protein","1","1","1","1","5992","303","1","","167","167","167","","PPGGGBPO_04021"
"group_1553","","hypothetical protein","1","1","1","1","5989","94","1","","185","185","185","","PPGGGBPO_04023"
"group_1554","","hypothetical protein","1","1","1","1","5985","317","1","","338","338","338","","PPGGGBPO_04027"
"group_1555","","hypothetical protein","1","1","1","1","5984","317","2","","443","443","443","","PPGGGBPO_04028"
"group_1556","","hypothetical protein","1","1","1","1","3523","359","4","","176","176","176","","PPGGGBPO_04030"
"group_1557","","hypothetical protein","1","1","1","1","5972","359","3","","344","344","344","","PPGGGBPO_04031"
"group_1558","","hypothetical protein","1","1","1","1","5973","359","2","","425","425","425","","PPGGGBPO_04032"
"group_1559","cyaB_2","Adenylate cyclase 2","1","1","1","1","5974","359","1","","3356","3356","3356","","PPGGGBPO_04033"
"group_1560","","hypothetical protein","1","1","1","1","5971","358","3","","251","251","251","","PPGGGBPO_04035"
"group_1561","","hypothetical protein","1","1","1","1","5970","358","4","","122","122","122","","PPGGGBPO_04036"
"group_1562","","hypothetical protein","1","1","1","1","5969","358","2","","269","269","269","","PPGGGBPO_04037"
"group_1563","","hypothetical protein","1","1","1","1","5950","259","1","","446","446","446","","PPGGGBPO_04055"
"arcB_1","","Delta(1)-pyrroline-2-carboxylate reductase","1","1","1","1","5891","382","1","","992","992","992","","PPGGGBPO_04076"
"tdcB_1","","L-threonine dehydratase catabolic TdcB","1","1","1","1","5890","382","2","","971","971","971","","PPGGGBPO_04077"
"xerC_4","","Tyrosine recombinase XerC","1","1","1","1","5889","382","3","","140","140","140","","PPGGGBPO_04078"
"group_1567","ltrA_2","Group II intron-encoded protein LtrA","1","1","1","1","5888","382","4","","1517","1517","1517","","PPGGGBPO_04079"
"group_1568","","hypothetical protein","1","1","1","1","5887","382","5","","155","155","155","","PPGGGBPO_04080"
"group_1569","","hypothetical protein","1","1","1","1","5886","382","9","","155","155","155","","PPGGGBPO_04081"
"group_1570","","hypothetical protein","1","1","1","1","5885","382","8","","278","278","278","","PPGGGBPO_04082"
"group_1571","","hypothetical protein","1","1","1","1","5884","382","7","","593","593","593","","PPGGGBPO_04083"
"group_1572","","hypothetical protein","1","1","1","1","5921","382","6","","629","629","629","","PPGGGBPO_04084"
"group_1573","","hypothetical protein","1","1","1","1","5912","82","1","","557","557","557","","PPGGGBPO_04093"
"group_1574","","hypothetical protein","1","1","1","1","5909","302","1","","170","170","170","","PPGGGBPO_04096"
"group_1575","","hypothetical protein","1","1","1","1","5895","385","1","","194","194","194","","PPGGGBPO_04098"
"group_1576","","hypothetical protein","1","1","1","1","5894","385","2","","257","257","257","","PPGGGBPO_04099"
"group_1577","","hypothetical protein","1","1","1","1","5893","385","11","","380","380","380","","PPGGGBPO_04100"
"group_1578","","hypothetical protein","1","1","1","1","5892","385","10","","275","275","275","","PPGGGBPO_04101"
"nhaA","","Na(+)/H(+) antiporter NhaA","1","1","1","1","3512","385","9","","1313","1313","1313","","PPGGGBPO_04102"
"group_1580","sdcS","Sodium-dependent dicarboxylate transporter SdcS","1","1","1","1","3513","385","8","","1778","1778","1778","","PPGGGBPO_04103"
"group_1581","","hypothetical protein","1","1","1","1","3514","385","7","","422","422","422","","PPGGGBPO_04104"
"group_1582","","hypothetical protein","1","1","1","1","3515","385","6","","212","212","212","","PPGGGBPO_04105"
"group_1583","","hypothetical protein","1","1","1","1","3516","385","5","","218","218","218","","PPGGGBPO_04106"
"group_1584","","hypothetical protein","1","1","1","1","3517","385","4","","344","344","344","","PPGGGBPO_04107"
"group_1585","","hypothetical protein","1","1","1","1","3518","385","3","","674","674","674","","PPGGGBPO_04108"
"group_1586","","hypothetical protein","1","1","1","1","3146","176","1","","296","296","296","","PPGGGBPO_04130"
"group_1587","","hypothetical protein","1","1","1","1","3153","172","1","","122","122","122","","PPGGGBPO_04138"
"group_1588","","hypothetical protein","1","1","1","1","3158","29","1","","245","245","245","","PPGGGBPO_04143"
"group_1589","","hypothetical protein","1","1","1","1","3255","407","1","","656","656","656","","PPGGGBPO_04148"
"group_1590","rbsC_9","Ribose import permease protein RbsC","1","1","1","1","3254","407","2","","950","950","950","","PPGGGBPO_04149"
